foil_type,sequence_length,episode_index,trial_index_within_episode,study_length,target_name,foil_name,old_beta_mean,foil_beta_mean,old_delta_s_norm,foil_delta_s_norm,old_mean_conf_self,foil_mean_conf_self,beta_accuracy,delta_s_accuracy,conf_self_accuracy
exemplar,1,6,1,1,reportfile1.jpg,reportfile2.jpg,0.0,49.6153564453125,0.0,571738560.0,1.2171707153320312,1.9304592609405518,0.0,1.0,0.0
exemplar,1,7,1,1,holepunch1.jpg,holepunch2.jpg,0.0,0.0,0.0,0.0,2.8769588470458984,5.300355911254883,0.5,0.5,0.0
exemplar,1,9,1,1,coathanger1.jpg,coathanger2.jpg,4.0,0.0,2751.910888671875,0.0,3.4766321182250977,1.72282874584198,1.0,0.0,1.0
exemplar,1,11,1,1,pizza1.jpg,pizza2.jpg,0.0,4.0,0.0,31498.4921875,4.067040920257568,4.375959396362305,0.0,1.0,0.0
exemplar,1,12,1,1,kayak1.jpg,kayak2.jpg,0.0,0.0,0.0,0.0,3.3128905296325684,4.254976272583008,0.5,0.5,0.0
exemplar,1,14,1,1,pictureframe1.jpg,pictureframe2.jpg,-128.0,-128.0,87009.53125,87257.0078125,1.0301060676574707,3.4076735973358154,0.5,1.0,0.0
exemplar,1,15,1,1,key1.jpg,key2.jpg,4.0,4.0,2766.946044921875,2761.627685546875,8.396279335021973,8.31788444519043,0.5,0.0,1.0
exemplar,1,16,1,1,horn1.jpg,horn2.jpg,4.0,0.0,2743.85107421875,0.0,2.4751429557800293,2.6635217666625977,1.0,0.0,0.0
exemplar,1,17,1,1,lei1.jpg,lei2.jpg,0.0,0.0,0.0,0.0,5.308653354644775,2.7931251525878906,0.5,0.5,1.0
exemplar,1,21,1,1,parkmet1.jpg,parkmet2.jpg,0.0,0.0,0.0,0.0,2.8307814598083496,7.8185858726501465,0.5,0.5,0.0
exemplar,1,22,1,1,calculator1.jpg,calculator2.jpg,0.0,0.0,0.0,0.0,7.569461822509766,5.020007133483887,0.5,0.5,1.0
exemplar,1,26,1,1,feather1.jpg,feather2.jpg,0.0,0.0,0.0,0.0,5.375685691833496,4.913144111633301,0.5,0.5,1.0
exemplar,1,27,1,1,block1.jpg,block2.jpg,0.0,-112.0,0.0,76309.6484375,3.1863811016082764,5.356231689453125,1.0,1.0,0.0
exemplar,1,28,1,1,chisel1.jpg,chisel2.jpg,0.0,0.0,0.0,0.0,3.326349973678589,3.1285958290100098,0.5,0.5,1.0
exemplar,1,30,1,1,flask1.jpg,flask2.jpg,0.0,0.0,0.0,0.0,3.431614398956299,4.2163801193237305,0.5,0.5,0.0
exemplar,1,36,1,1,grandpiano1.jpg,grandpiano2.jpg,4.0,0.0,2747.33251953125,0.0,3.8570494651794434,3.045252799987793,1.0,0.0,1.0
exemplar,1,39,1,1,camera1.jpg,camera2.jpg,0.0,0.0,0.0,0.0,4.762756824493408,5.764134883880615,0.5,0.5,0.0
exemplar,1,41,1,1,grapes1.jpg,grapes2.jpg,32.0,4.0,22088.103515625,2801.705322265625,10.068110466003418,13.64795970916748,1.0,0.0,0.0
exemplar,1,42,1,1,sharpener1.jpg,sharpener2.jpg,0.0,0.0,0.0,0.0,3.333472728729248,3.383607864379883,0.5,0.5,0.0
exemplar,1,46,1,1,potatochips1.jpg,potatochips2.jpg,0.0,0.0,0.0,0.0,10.556011199951172,10.12625789642334,0.5,0.5,1.0
exemplar,1,47,1,1,globe1.jpg,globe2.jpg,0.0,0.0,0.0,0.0,3.467142105102539,1.9015042781829834,0.5,0.5,1.0
exemplar,1,48,1,1,bonzai1.jpg,bonzai2.jpg,0.0,0.0,0.0,0.0,4.027901649475098,3.288604259490967,0.5,0.5,1.0
exemplar,1,49,1,1,wineglass1.jpg,wineglass2.jpg,0.0,0.0,0.0,0.0,2.7900197505950928,1.7696688175201416,0.5,0.5,1.0
exemplar,1,50,1,1,lighter1.jpg,lighter2.jpg,0.0,4.0,0.0,2716.17431640625,1.9809551239013672,3.741218090057373,0.0,1.0,0.0
exemplar,1,53,1,1,razor1.jpg,razor2.jpg,0.0,0.0,0.0,0.0,2.157304286956787,4.758708953857422,0.5,0.5,0.0
exemplar,1,55,1,1,toyairplane1.jpg,toyairplane2.jpg,-112.0,0.0,77266.671875,0.0,5.7316083908081055,7.940426826477051,0.0,0.0,0.0
exemplar,1,56,1,1,dogpresent1.JPG,dogpresent2.JPG,0.0,0.0,0.0,0.0,7.554206848144531,12.482170104980469,0.5,0.5,0.0
exemplar,1,57,1,1,rabbitstuffed1.jpg,rabbitstuffed2.jpg,4.0,0.0,2720.531005859375,0.0,1.5656756162643433,4.014172077178955,1.0,0.0,0.0
exemplar,1,63,1,1,spraybottle1.jpg,spraybottle2.jpg,0.0,-128.0,0.0,87978.859375,1.4814505577087402,3.9226014614105225,1.0,1.0,0.0
exemplar,1,64,1,1,anchor1.jpg,anchor2.jpg,4.0,0.0,6498285.0,0.0,5.038263320922852,3.423128128051758,1.0,0.0,1.0
exemplar,1,66,1,1,skull1.jpg,skull2.jpg,4.0,4.0,30685.234375,30690.24609375,3.121814727783203,6.101560115814209,0.5,1.0,0.0
exemplar,1,68,1,1,graduatedcylinder1.jpg,graduatedcylinder2.jpg,16.0,0.0,10796.3388671875,0.0,4.66123104095459,1.0136932134628296,1.0,0.0,1.0
exemplar,1,69,1,1,doorway1.jpg,doorway2.jpg,0.0,-128.0,0.0,87071.609375,2.7040863037109375,1.0026015043258667,1.0,1.0,1.0
exemplar,1,70,1,1,stapleremover1.jpg,stapleremover2.jpg,0.0,33.738929748535156,0.0,23522.642578125,5.796785354614258,4.608030319213867,0.0,1.0,1.0
exemplar,1,72,1,1,muffin1.jpg,muffin2.jpg,0.0,1.6823015213012695,0.0,13243.1943359375,5.1296772956848145,3.78414249420166,0.0,1.0,1.0
exemplar,1,73,1,1,bathingsuit1.jpg,bathingsuit2.jpg,0.0,0.0,0.0,0.0,3.737623929977417,3.653926372528076,0.5,0.5,1.0
exemplar,1,77,1,1,money1.jpg,money2.jpg,0.0,-128.0,0.0,88144.6875,5.017626762390137,4.661494255065918,1.0,1.0,1.0
exemplar,1,80,1,1,spraynozzle1.jpg,spraynozzle2.jpg,4.0,0.0,2735.156982421875,0.0,3.884911298751831,5.7510833740234375,1.0,0.0,0.0
exemplar,1,83,1,1,toyhandorn1.jpg,toyhandorn2.jpg,0.0,0.0,0.0,0.0,5.1375861167907715,5.044198036193848,0.5,0.5,1.0
exemplar,1,84,1,1,hotair1.jpg,hotair2.jpg,0.0,4.0,0.0,752510.8125,4.356647491455078,4.859370231628418,0.0,1.0,0.0
exemplar,1,85,1,1,log1.jpg,log2.jpg,0.0,4.0,0.0,2778.9375,4.874673366546631,7.5485053062438965,0.0,1.0,0.0
exemplar,1,90,1,1,tractor1.jpg,tractor2.jpg,0.0,0.0,0.0,0.0,2.437081813812256,3.804232358932495,0.5,0.5,0.0
exemplar,1,91,1,1,soccerball1.jpg,soccerball2.jpg,0.0,4.0,0.0,2742.753173828125,9.467395782470703,3.5472333431243896,0.0,1.0,1.0
exemplar,1,93,1,1,fishbowl1.jpg,fishbowl2.jpg,0.0,4.0,0.0,46039856.0,2.7070322036743164,4.663367748260498,0.0,1.0,0.0
exemplar,1,95,1,1,microscope1.jpg,microscope2.jpg,0.0,4.0,0.0,2728.41259765625,4.467062473297119,3.6795082092285156,0.0,1.0,1.0
exemplar,1,96,1,1,wheelchair1.jpg,wheelchair2.jpg,0.0,4.0,0.0,2756.3037109375,1.4873309135437012,2.210737705230713,0.0,1.0,0.0
exemplar,1,97,1,1,bracelet1.jpg,bracelet2.jpg,0.0,-128.0,0.0,997077.875,3.1802353858947754,2.7889857292175293,1.0,1.0,1.0
exemplar,1,102,1,1,guitar1.jpg,guitar2.jpg,0.0,-128.0,0.0,88122.8515625,4.38923454284668,4.39246129989624,1.0,1.0,0.0
exemplar,1,103,1,1,soapdish1.jpg,soapdish2.jpg,0.0,0.0,0.0,0.0,3.868314266204834,6.0097246170043945,0.5,0.5,0.0
exemplar,1,105,1,1,cow1.jpg,cow2.jpg,4.0,4.0,30320.7421875,30319.626953125,2.8477907180786133,1.8426902294158936,0.5,0.0,1.0
exemplar,1,106,1,1,bassguitar1.jpg,bassguitar2.jpg,0.0,-128.0,0.0,4869907.0,5.505439281463623,2.4905223846435547,1.0,1.0,1.0
exemplar,1,107,1,1,tongs1.jpg,tongs2.jpg,0.0,0.0,0.0,0.0,4.504754066467285,5.752580165863037,0.5,0.5,0.0
exemplar,1,111,1,1,bikehelmet1.jpg,bikehelmet2.jpg,0.0,0.0,0.0,0.0,3.833927869796753,4.693808555603027,0.5,0.5,0.0
exemplar,1,113,1,1,spool1.jpg,spool2.jpg,-48.0,0.0,33198.69921875,0.0,11.088333129882812,7.481998443603516,0.0,0.0,1.0
exemplar,1,114,1,1,balloon1.jpg,balloon2.jpg,0.0,4.0,0.0,2758.564453125,3.2561872005462646,6.722415447235107,0.0,1.0,0.0
exemplar,1,116,1,1,turtle1.jpg,turtle2.jpg,0.0,4.0,0.0,2718.25390625,7.9326324462890625,1.4479281902313232,0.0,1.0,1.0
exemplar,1,121,1,1,train1.jpg,train2.jpg,4.0,0.0,2744.607177734375,0.0,4.08610725402832,5.9140448570251465,1.0,0.0,0.0
exemplar,1,122,1,1,candy1.jpg,candy2.jpg,0.0,0.0,0.0,0.0,4.762776851654053,4.45670223236084,0.5,0.5,1.0
exemplar,1,126,1,1,fan1.jpg,fan2.jpg,1.003908395767212,0.0,699.9503173828125,0.0,1.9531750679016113,3.3084583282470703,1.0,0.0,0.0
exemplar,1,127,1,1,basket1.jpg,basket2.jpg,0.0,0.0,0.0,0.0,4.807501316070557,10.448997497558594,0.5,0.5,0.0
exemplar,1,128,1,1,chocolatebar1.jpg,chocolatebar2.jpg,0.0,0.0,0.0,0.0,9.58354377746582,5.225412845611572,0.5,0.5,1.0
exemplar,1,132,1,1,oritable1.jpg,oritable2.jpg,0.0,0.0,0.0,0.0,5.508674621582031,6.628293991088867,0.5,0.5,0.0
exemplar,1,135,1,1,toykeys1.jpg,toykeys2.JPG,0.0,0.0,0.0,0.0,4.3394904136657715,6.8872504234313965,0.5,0.5,0.0
exemplar,1,141,1,1,cabinet1.jpg,cabinet2.jpg,80.0,0.0,54794.91796875,0.0,8.474064826965332,5.7430572509765625,1.0,0.0,1.0
exemplar,1,146,1,1,bicycle1.jpg,bicycle2.jpg,0.0,0.4184553623199463,0.0,3268.059326171875,3.5223090648651123,6.138552665710449,0.0,1.0,0.0
exemplar,1,149,1,1,bell1.jpg,bell2.jpg,-128.0,0.0,969836.3125,0.0,3.137349843978882,2.387500286102295,0.0,0.0,1.0
exemplar,1,150,1,1,chocolatecake.jpg,chocolatecake2.jpg,0.0,0.0,0.0,0.0,2.346224308013916,3.0571842193603516,0.5,0.5,0.0
exemplar,1,152,1,1,icecream1.jpg,icecream2.jpg,0.0,0.0,0.0,0.0,8.154378890991211,6.079822540283203,0.5,0.5,1.0
exemplar,1,153,1,1,rabbit1.jpg,rabbit2.jpg,0.0,0.0,0.0,0.0,9.049925804138184,5.851415634155273,0.5,0.5,1.0
exemplar,1,155,1,1,breadloaf1.jpg,breadloaf2.jpg,0.0,0.0,0.0,0.0,5.90750789642334,7.336646556854248,0.5,0.5,0.0
exemplar,1,156,1,1,citroen1.jpg,citroen2.jpg,0.0,4.0,0.0,2769.92529296875,5.871415615081787,4.42498254776001,0.0,1.0,1.0
exemplar,1,158,1,1,peppers1.jpg,peppers2.jpg,0.0,112.0,0.0,76758.4375,8.416894912719727,4.2210283279418945,0.0,1.0,1.0
exemplar,1,159,1,1,pliers1.jpg,pliers2.jpg,-112.0,0.0,77305.28125,0.0,7.152430534362793,10.344438552856445,0.0,0.0,0.0
exemplar,1,160,1,1,headphone1.jpg,headphone2.jpg,96.0,4.0,64830.50390625,2737.027587890625,2.4269423484802246,7.059028625488281,1.0,0.0,0.0
exemplar,1,161,1,1,scroll1.jpg,scroll2.jpg,0.0,4.0,0.0,30584.880859375,1.7371490001678467,4.736590385437012,0.0,1.0,0.0
exemplar,1,164,1,1,soother1.jpg,soother2.jpg,4.0,0.0,2728.86767578125,0.0,3.3747568130493164,3.3603885173797607,1.0,0.0,1.0
exemplar,1,165,1,1,baseballglove1.jpg,baseballglove2.jpg,4.0,0.0,2801.6220703125,0.0,9.375936508178711,13.772958755493164,1.0,0.0,0.0
exemplar,1,166,1,1,remote1.jpg,remote2.jpg,0.0,4.0,0.0,30998.888671875,5.655696868896484,5.356060028076172,0.0,1.0,1.0
exemplar,1,167,1,1,ship1.jpg,ship2.jpg,0.0,0.0,0.0,0.0,3.5090243816375732,3.5919692516326904,0.5,0.5,0.0
exemplar,1,168,1,1,binoculars1.jpg,binoculars2.jpg,0.0,4.0,0.0,2735.649169921875,5.083803176879883,2.3307430744171143,0.0,1.0,1.0
exemplar,1,170,1,1,starfish1.jpg,starfish2.jpg,0.0,4.0,0.0,2750.108642578125,4.469013690948486,5.1708807945251465,0.0,1.0,0.0
exemplar,1,171,1,1,toydinosaur1.jpg,toydinosaur2.jpg,0.0,0.0,0.0,0.0,9.24592399597168,3.9359560012817383,0.5,0.5,1.0
exemplar,1,177,1,1,sunglasses1.jpg,sunglasses2.jpg,0.0,16.0,0.0,123266.46875,2.245238780975342,2.3595457077026367,0.0,1.0,0.0
exemplar,1,178,1,1,suitcase1.jpg,suitcase2.jpg,4.0,0.0,31015.810546875,0.0,4.7314653396606445,4.692341327667236,1.0,0.0,1.0
exemplar,1,179,1,1,cone1.jpg,cone2.jpg,0.0,0.0,0.0,0.0,2.5993881225585938,1.1852737665176392,0.5,0.5,1.0
exemplar,1,180,1,1,trophy1.jpg,trophy2.jpg,4.0,0.0,1050989.375,0.0,10.617355346679688,6.469183921813965,1.0,0.0,1.0
exemplar,1,181,1,1,teapot1.JPG,teapot2.JPG,4.0,4.0,2771.0107421875,2783.093017578125,5.780717372894287,5.84239387512207,0.5,1.0,0.0
exemplar,1,185,1,1,goggles1.jpg,goggles2.jpg,4.0,0.0,2755.485107421875,0.0,5.204933166503906,5.4426116943359375,1.0,0.0,0.0
exemplar,1,186,1,1,backgammon1.jpg,backgammon2.jpg,0.0,0.0,0.0,0.0,16.124744415283203,12.508395195007324,0.5,0.5,1.0
exemplar,1,187,1,1,stapler1.jpg,stapler2.jpg,0.0,0.0,0.0,0.0,4.2402729988098145,4.50319766998291,0.5,0.5,0.0
exemplar,1,188,1,1,metalpin1.jpg,metalpin2.jpg,0.0,0.0,0.0,0.0,8.893383026123047,8.156340599060059,0.5,0.5,1.0
exemplar,1,189,1,1,stool1.jpg,stool2.jpg,0.0,0.0,0.0,0.0,3.5217318534851074,3.445882797241211,0.5,0.5,1.0
exemplar,1,190,1,1,soapbottle1.jpg,soapbottle2.jpg,0.0,0.0,0.0,0.0,1.2515628337860107,2.309011936187744,0.5,0.5,0.0
exemplar,1,191,1,1,plate1.jpg,plate2.jpg,0.0,0.0,0.0,0.0,9.44611930847168,1.1640713214874268,0.5,0.5,1.0
exemplar,1,192,1,1,rake1.jpg,rake2.jpg,0.0,-128.0,0.0,87697.0,5.903419494628906,4.774103164672852,1.0,1.0,1.0
exemplar,1,193,1,1,toywrench1.jpg,toywrench2.jpg,4.0,0.0,2745.529296875,0.0,5.948581218719482,3.9770655632019043,1.0,0.0,1.0
exemplar,1,196,1,1,woodenbarrel1.jpg,woodenbarrel2.jpg,80.0,0.0,55120.234375,0.0,5.741039276123047,5.368278503417969,1.0,0.0,1.0
exemplar,1,197,1,1,cheesecrackers1.jpg,cheesecrackers2.jpg,4.0,32.0,2787.559326171875,22135.7734375,9.204727172851562,6.2724127769470215,0.0,1.0,1.0
exemplar,1,198,1,1,santahat1.jpg,santahat2.jpg,4.0,0.0,2736.318359375,0.0,4.304791450500488,4.394526481628418,1.0,0.0,0.0
exemplar,1,199,1,1,gardeningshovel1.jpg,gardeningshovel2.jpg,0.0,0.0,0.0,0.0,3.1511735916137695,4.976663589477539,0.5,0.5,0.0
novel,1,1,1,1,accord1.jpg,36407726.thl.jpg,0.0,0.0,0.0,0.0,1.4067399501800537,3.6103363037109375,0.5,0.5,0.0
novel,1,2,1,1,waterbottle1.JPG,Aantiquerota7.jpg,-128.0,0.0,9798227.0,0.0,7.089541435241699,1.5577119588851929,0.0,0.0,1.0
novel,1,3,1,1,container1.JPG,ABOWARRO8.jpg,0.0,80.0,0.0,354350912.0,6.245193004608154,1.169513463973999,0.0,1.0,1.0
novel,1,4,1,1,bread1.jpg,26423812.thl.jpg,4.0,4.0,30566.392578125,30561.28125,4.865475654602051,1.7421438694000244,0.5,0.0,1.0
novel,1,5,1,1,apple1.jpg,batslbir.jpg,4.0,4.0,2787.889404296875,2743.672607421875,6.465786933898926,5.628725051879883,0.5,0.0,1.0
novel,1,6,1,1,reportfile1.jpg,ATHERMO4.jpg,0.0,0.0,0.0,0.0,1.2171707153320312,4.565749645233154,0.5,0.5,0.0
novel,1,7,1,1,holepunch1.jpg,AOPGLASS.jpg,0.0,0.0,0.0,0.0,2.8769588470458984,1.6056745052337646,0.5,0.5,1.0
novel,1,8,1,1,patiota1.jpg,slide.jpg,0.0,4.0,0.0,2713.4423828125,2.03879451751709,5.789093017578125,0.0,1.0,0.0
novel,1,9,1,1,coathanger1.jpg,26431205.thl.jpg,4.0,4.0,2751.910888671875,2719.731689453125,3.4766321182250977,3.042275905609131,0.5,0.0,1.0
novel,1,10,1,1,books1.JPG,decorativesquash.jpg,0.0,0.0,0.0,0.0,6.846236705780029,12.238851547241211,0.5,0.5,0.0
novel,1,11,1,1,pizza1.jpg,Ajewisho2.jpg,0.0,0.0,0.0,0.0,4.067040920257568,1.0158814191818237,0.5,0.5,1.0
novel,1,12,1,1,kayak1.jpg,Aallterrain10.jpg,0.0,112.0,0.0,853886.0625,3.3128905296325684,4.366148948669434,0.0,1.0,0.0
novel,1,13,1,1,dishwash1.jpg,AHOSPBED.jpg,0.0,-38.170204162597656,0.0,26880.154296875,7.132010459899902,5.768496513366699,1.0,1.0,1.0
novel,1,14,1,1,pictureframe1.jpg,TTtvehiclesCyborg.jpg,0.0,4.0,0.0,2770.22021484375,1.0074968338012695,7.996133804321289,0.0,1.0,0.0
novel,1,15,1,1,key1.jpg,Atoypanda.jpg,4.0,0.0,2766.946044921875,0.0,8.396279335021973,13.397799491882324,1.0,0.0,0.0
novel,1,16,1,1,horn1.jpg,Agardeningrak.jpg,0.2890896499156952,0.0,202.8739471435547,0.0,2.578399658203125,4.151711463928223,1.0,0.0,0.0
novel,1,17,1,1,lei1.jpg,Astackingtoy2.jpg,0.0,0.0,0.0,0.0,5.308653354644775,1.9713189601898193,0.5,0.5,1.0
novel,1,18,1,1,crayon1.jpg,Araisins4.jpg,0.0,0.0,0.0,0.0,3.2090728282928467,9.930212020874023,0.5,0.5,0.0
novel,1,19,1,1,player1.jpg,promdress.jpg,0.0,0.0,0.0,0.0,3.2798662185668945,5.437457084655762,0.5,0.5,0.0
novel,1,20,1,1,dryer1.jpg,26443034.thl.jpg,0.0,-112.0,0.0,76820.5078125,8.4734525680542,4.21818733215332,1.0,1.0,1.0
novel,1,21,1,1,parkmet1.jpg,Achair618.jpg,0.0,0.0,0.0,0.0,2.8307814598083496,5.004602432250977,0.5,0.5,0.0
novel,1,22,1,1,calculator1.jpg,ABABYDOLL.jpg,0.0,0.0,0.0,0.0,7.569461822509766,2.9973230361938477,0.5,0.5,1.0
novel,1,23,1,1,abacus1.jpg,Agardeningpai.jpg,0.0,0.0,0.0,0.0,4.385133743286133,6.318514823913574,0.5,0.5,0.0
novel,1,24,1,1,antiquechest1.jpg,Aseat3.jpg,0.0,0.0,0.0,0.0,8.785338401794434,2.6846976280212402,0.5,0.5,1.0
novel,1,25,1,1,theasea1.jpg,22857084.thl.jpg,4.0,-128.0,2775.45263671875,86703.1796875,3.7444796562194824,2.1293163299560547,1.0,1.0,1.0
novel,1,26,1,1,feather1.jpg,26687972.thl.jpg,0.0,0.0,0.0,0.0,5.375685691833496,4.288905143737793,0.5,0.5,1.0
novel,1,27,1,1,block1.jpg,AANGLEME2.jpg,0.0,4.0,0.0,2724.52685546875,3.1863811016082764,3.015913486480713,0.0,1.0,1.0
novel,1,28,1,1,chisel1.jpg,medievalknight.jpg,0.0,-128.0,0.0,979434.75,3.326349973678589,2.5423760414123535,1.0,1.0,1.0
novel,1,29,1,1,tent1.jpg,Acementfinish.jpg,1.8068113327026367,4.0,20866662.0,45540848.0,3.9213457107543945,12.915392875671387,0.0,1.0,0.0
novel,1,30,1,1,flask1.jpg,Abeaver.jpg,4.0,4.0,354250.375,354250.4375,3.5574793815612793,1.8527930974960327,0.5,1.0,1.0
novel,1,31,1,1,scales1.jpg,ABEERBOT5.jpg,-128.0,-128.0,86806.984375,87113.734375,3.0633959770202637,4.3507843017578125,0.5,1.0,0.0
novel,1,32,1,1,filebox1.jpg,26419670.thl.jpg,0.0,4.0,0.0,2710.310791015625,15.370677947998047,3.6873693466186523,0.0,1.0,1.0
novel,1,33,1,1,antiquephone1.jpg,ACOCKSPA4.jpg,0.0,-16.0,0.0,3402001.75,1.7660932540893555,3.3362512588500977,1.0,1.0,0.0
novel,1,34,1,1,pie1.JPG,razorscooter.jpg,0.0,0.0,0.0,0.0,6.6504340171813965,2.640615940093994,0.5,0.5,1.0
novel,1,35,1,1,napdisp1.jpg,APYRITE7.jpg,4.0,0.0,2758.881591796875,0.0,4.15385103225708,1.8756908178329468,1.0,0.0,1.0
novel,1,36,1,1,grandpiano1.jpg,ATVLAMP.jpg,0.0,-128.0,0.0,88063.578125,3.917325496673584,1.9055299758911133,1.0,1.0,1.0
novel,1,37,1,1,apples1.JPG,948_01.jpg,4.0,0.0,17416480.0,0.0,3.504603147506714,1.9629621505737305,1.0,0.0,1.0
novel,1,38,1,1,servdis1.jpg,Alanter59.jpg,4.0,0.24920639395713806,2715.9091796875,173.41856384277344,3.4606568813323975,3.0551135540008545,1.0,0.0,1.0
novel,1,39,1,1,camera1.jpg,carbattery.jpg,0.0,0.0,0.0,0.0,4.762756824493408,3.3098182678222656,0.5,0.5,1.0
novel,1,40,1,1,alligatorsk1.jpg,35310232.thl.jpg,0.0,4.0,0.0,518971.03125,2.952540874481201,5.090359687805176,0.0,1.0,0.0
novel,1,41,1,1,grapes1.jpg,AGLASSBA4.jpg,0.0,0.0,0.0,0.0,10.020933151245117,4.213810443878174,0.5,0.5,1.0
novel,1,42,1,1,sharpener1.jpg,AFUNNEL4.jpg,0.0,80.0,0.0,54423.85546875,3.519047498703003,2.5198495388031006,0.0,1.0,1.0
novel,1,43,1,1,schoolbag1.JPG,Adolphin3.jpg,0.0,0.0,0.0,0.0,4.462464332580566,3.3274755477905273,0.5,0.5,1.0
novel,1,44,1,1,traffic1.jpg,toy2A.JPG,0.0,34.36918640136719,0.0,24381.220703125,2.780385971069336,15.479146957397461,0.0,1.0,0.0
novel,1,45,1,1,dice1.jpg,AFIREPANT.jpg,46.15948486328125,80.0,354406.375,607731.625,2.6314897537231445,1.4997085332870483,0.0,1.0,1.0
novel,1,46,1,1,potatochips1.jpg,ACEDAR.jpg,0.0,4.0,0.0,2793.458740234375,10.556011199951172,4.158559322357178,0.0,1.0,1.0
novel,1,47,1,1,globe1.jpg,26466347.thl.jpg,0.0,0.0,0.0,0.0,3.467142105102539,3.6941542625427246,0.5,0.5,0.0
novel,1,48,1,1,bonzai1.jpg,26392231.thl.jpg,32.0,0.0,21845.474609375,0.0,4.4026198387146,8.500442504882812,1.0,0.0,0.0
novel,1,49,1,1,wineglass1.jpg,ADEEPFRY5.jpg,0.0,64.0,0.0,44287.08984375,2.7900197505950928,12.773557662963867,0.0,1.0,0.0
novel,1,50,1,1,lighter1.jpg,Achickendinne.jpg,0.0,0.0,0.0,0.0,1.9809551239013672,4.2426652908325195,0.5,0.5,0.0
novel,1,51,1,1,twofingers1.JPG,8052266.thl.jpg,0.0,0.0,0.0,0.0,3.2453346252441406,4.212394714355469,0.5,0.5,0.0
novel,1,52,1,1,handshake1.JPG,AWATEHOSE.jpg,0.0,0.0,0.0,0.0,4.568276405334473,3.05220103263855,0.5,0.5,1.0
novel,1,53,1,1,razor1.jpg,8079080.thl.jpg,0.0,0.0,0.0,0.0,2.4040842056274414,2.2792601585388184,0.5,0.5,1.0
novel,1,54,1,1,racketball1.jpg,supersmilefloss.jpg,0.0,0.0,0.0,0.0,2.7840707302093506,17.986127853393555,0.5,0.5,0.0
novel,1,55,1,1,toyairplane1.jpg,AAPPCOVE2.jpg,0.0,4.0,0.0,2780.4189453125,5.858519554138184,8.4761323928833,0.0,1.0,0.0
novel,1,56,1,1,dogpresent1.JPG,ACOFFTRA2.jpg,0.0,4.0,0.0,2804.32861328125,7.554206848144531,5.258406639099121,0.0,1.0,1.0
novel,1,57,1,1,rabbitstuffed1.jpg,AHYPBOTT.jpg,0.0,0.0,0.0,0.0,1.599388599395752,3.6682305335998535,0.5,0.5,0.0
novel,1,58,1,1,dishes1.JPG,AALMOND1.jpg,16.0,0.0,10992.6171875,0.0,13.538673400878906,7.893453121185303,1.0,0.0,1.0
novel,1,59,1,1,redbox1.jpg,AWALKTA25.jpg,0.0,4.0,0.0,6460093.0,10.414994239807129,5.370089530944824,0.0,1.0,1.0
novel,1,60,1,1,pumpkinpie1.jpg,8056402.thl.jpg,0.0,0.0,0.0,0.0,8.886544227600098,8.688791275024414,0.5,0.5,1.0
novel,1,61,1,1,iron1.jpg,Astackingtoy2.jpg,0.0,4.0,0.0,30281.875,2.9100990295410156,2.170462131500244,0.0,1.0,1.0
novel,1,62,1,1,briefcasece1.jpg,Arubberworksh.jpg,4.0,0.0,353932.71875,0.0,4.019380569458008,3.488184690475464,1.0,0.0,1.0
novel,1,63,1,1,spraybottle1.jpg,10049257.thl.jpg,0.0,0.0,0.0,0.0,1.4814505577087402,2.6696696281433105,0.5,0.5,0.0
novel,1,64,1,1,anchor1.jpg,Acprmask2.jpg,0.0,0.0,0.0,0.0,4.281460762023926,1.1626112461090088,0.5,0.5,1.0
novel,1,65,1,1,groomingset1.jpg,ABALLBEAR.jpg,4.0,0.0,2765.68505859375,0.0,6.131722927093506,1.3531522750854492,1.0,0.0,1.0
novel,1,66,1,1,skull1.jpg,Ashoeform2.jpg,0.0,0.0,0.0,0.0,3.235431671142578,4.600436687469482,0.5,0.5,0.0
novel,1,67,1,1,cerobj1.jpg,Alock34.jpg,0.0,4.0,0.0,2777.2587890625,3.890554428100586,3.818464756011963,0.0,1.0,1.0
novel,1,68,1,1,graduatedcylinder1.jpg,Ahotdogplain.jpg,0.0,0.0,0.0,0.0,4.246951580047607,4.961418151855469,0.5,0.5,0.0
novel,1,69,1,1,doorway1.jpg,ABUSINEST.jpg,0.0,4.0,0.0,2714.07763671875,2.7040863037109375,1.9530996084213257,0.0,1.0,1.0
novel,1,70,1,1,stapleremover1.jpg,ABACKSPAC.jpg,0.0,0.0,0.0,0.0,5.796785354614258,3.655086040496826,0.5,0.5,1.0
novel,1,71,1,1,dresser1.JPG,potatomr.jpg,0.0,1.0,0.0,4366978.0,3.9780843257904053,6.070230007171631,0.0,1.0,0.0
novel,1,72,1,1,muffin1.jpg,Ascanner11.jpg,0.0,0.0,0.0,0.0,5.1296772956848145,2.0509531497955322,0.5,0.5,1.0
novel,1,73,1,1,bathingsuit1.jpg,ASERVICEB.jpg,0.0,0.0,0.0,0.0,3.737623929977417,1.1406477689743042,0.5,0.5,1.0
novel,1,74,1,1,scissors1.JPG,AWASHSIGN.jpg,-34.35490798950195,0.0,24005.16796875,0.0,3.874049186706543,3.0166213512420654,0.0,0.0,1.0
novel,1,75,1,1,lunchbox1.jpg,locomotive.jpg,0.0,0.0,0.0,0.0,4.8250627517700195,3.461195468902588,0.5,0.5,1.0
